MovieID,Title,imdbID,spanishTitle,year,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore,rtPictureURL,KMeans_Cluster
1082,The Manchurian Candidate,56218,El mensajero del miedo,1962,8.6,48.0,47.0,1.0,97.0,7.5,6.0,5.0,1.0,83.0,3.9,6006.0,89.0,http://content7.flixster.com/movie/26/56/265601_det.jpg,0
1083,The Great Race,59243,La carrera del siglo,1965,6.1,20.0,15.0,5.0,75.0,0.0,2.0,2.0,0.0,100.0,3.8,2175.0,81.0,http://content6.flixster.com/movie/10/88/81/10888116_det.jpg,4
1084,Bonnie and Clyde,61418,Bonnie y Clyde,1967,8.1,46.0,41.0,5.0,89.0,6.0,7.0,4.0,3.0,57.0,3.7,12684.0,84.0,http://content6.flixster.com/movie/11/14/98/11149888_det.jpg,0
1085,The Old Man and the Sea,52027,El viejo y el mar,1958,6.4,8.0,7.0,1.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/88/22/10882258_det.jpg,2
1086,Dial M for Murder,46912,Crimen perfecto,1954,7.2,26.0,21.0,5.0,80.0,6.8,6.0,5.0,1.0,83.0,3.9,9307.0,88.0,http://content7.flixster.com/movie/10/86/71/10867193_det.jpg,0
1088,Dirty Dancing,92890,Dirty Dancing,1987,5.8,43.0,29.0,14.0,67.0,5.8,6.0,4.0,2.0,66.0,3.7,185439.0,88.0,http://content6.flixster.com/movie/10/91/46/10914656_det.jpg,0
1089,Reservoir Dogs,105236,Reservoir Dogs,1992,8.9,45.0,43.0,2.0,95.0,8.5,12.0,11.0,1.0,91.0,4.1,125757.0,93.0,http://content6.flixster.com/movie/10/83/91/10839128_det.jpg,0
1090,Platoon,91763,Platoon,1986,7.8,42.0,36.0,6.0,85.0,6.8,10.0,7.0,3.0,70.0,3.9,49655.0,91.0,http://content7.flixster.com/movie/10/86/50/10865025_det.jpg,0
1091,Weekend at Bernie's,98627,Este muerto está muy vivo,1989,4.9,21.0,10.0,11.0,47.0,0.0,1.0,0.0,1.0,0.0,3.0,6596.0,57.0,http://content9.flixster.com/movie/10/88/30/10883063_det.jpg,4
1092,Basic Instinct,103772,Instinto básico,1992,6.0,42.0,25.0,17.0,59.0,5.7,10.0,6.0,4.0,60.0,3.1,14326.0,64.0,http://content7.flixster.com/movie/28/33/283309_det.jpg,0
1093,The Doors,101761,The Doors,1991,5.8,44.0,25.0,19.0,56.0,4.1,9.0,2.0,7.0,22.0,3.6,14440.0,80.0,http://content7.flixster.com/movie/28/48/284817_det.jpg,0
1094,The Crying Game,104036,Juego de lágrimas,1992,8.5,38.0,38.0,0.0,100.0,9.4,6.0,6.0,0.0,100.0,3.5,5761.0,76.0,http://content7.flixster.com/movie/27/86/278613_det.jpg,0
1095,Glengarry Glen Ross,104348,Glengarry Glen Ross: Éxito a cualquier precio,1992,8.5,41.0,40.0,1.0,97.0,0.0,4.0,4.0,0.0,100.0,3.9,9083.0,87.0,http://content6.flixster.com/movie/10/93/46/10934652_det.jpg,4
1096,Sophie's Choice,84707,La decisión de Sophie,1982,7.1,26.0,21.0,5.0,80.0,6.6,5.0,3.0,2.0,60.0,3.9,5468.0,87.0,http://content6.flixster.com/movie/10/88/09/10880940_det.jpg,0
1097,E.T.: The Extra-Terrestrial,83866,"E.T., el extraterrestre",1982,8.9,89.0,87.0,2.0,97.0,8.6,18.0,17.0,1.0,94.0,3.5,154405.0,65.0,http://content8.flixster.com/movie/16/90/48/1690482_det.jpg,0
1098,The Search for One-eye Jimmy,117577,The Search for One-eye Jimmy,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/35/55/91/3555915_det.jpg,1
1099,A Christmas Carol,87056,Cuentos de Navidad,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/10/99/61/10996135_det.jpg,1
1100,Days of Thunder,99371,Días de trueno,1990,4.6,43.0,17.0,26.0,39.0,5.6,8.0,5.0,3.0,62.0,3.0,14585.0,59.0,http://content9.flixster.com/movie/25/70/257091_det.jpg,0
1101,Top Gun,92099,Top Gun. Ídolos del aire,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://images.rottentomatoescdn.com/images/defaults/poster_default.gif,1
1102,American Strays,115531,American Strays,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/11/15/11/11151128_det.jpg,1
1103,Rebel Without a Cause,48545,Rebelde sin causa,1955,8.2,41.0,39.0,2.0,95.0,7.7,5.0,5.0,0.0,100.0,3.9,14558.0,87.0,http://content7.flixster.com/movie/10/87/09/10870961_det.jpg,0
1104,A Streetcar Named Desire,44081,Un tranvía llamado deseo,1951,8.5,46.0,45.0,1.0,97.0,8.5,5.0,5.0,0.0,100.0,3.9,13151.0,88.0,http://content6.flixster.com/movie/25/45/254524_det.jpg,0
1105,Children of the Corn: The Gathering,115885,Children of the Corn: The Gathering,1996,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/91/84/10918478_det.jpg,1
1107,Loser,217630,Un perdedor con suerte,2000,4.2,94.0,23.0,71.0,24.0,4.5,26.0,9.0,17.0,34.0,2.6,5745.0,37.0,http://content7.flixster.com/movie/26/34/263425_det.jpg,3
1111,Microcosmos: Le peuple de l'herbe,117040,"Microcosmos, de Claude Nuridsany y Marie Pérennou",1996,8.0,29.0,28.0,1.0,96.0,9.3,5.0,5.0,0.0,100.0,4.0,1418.0,89.0,http://content9.flixster.com/movie/10/86/09/10860943_det.jpg,0
1112,Palookaville,117284,Palookaville,1995,6.2,11.0,7.0,4.0,63.0,0.0,3.0,3.0,0.0,100.0,3.3,334.0,58.0,http://content7.flixster.com/movie/28/19/281993_det.jpg,4
1114,The Funeral,116378,El funeral,1996,7.0,24.0,20.0,4.0,83.0,7.6,5.0,5.0,0.0,100.0,3.4,1110.0,65.0,http://content7.flixster.com/movie/28/48/284821_det.jpg,0
1115,Sleepover,368975,Sleepover,2004,3.7,95.0,14.0,81.0,14.0,3.9,29.0,5.0,24.0,17.0,3.3,29842.0,62.0,http://content6.flixster.com/movie/10/94/27/10942700_det.jpg,3
1116,La fille seule,113057,La fille seule,1995,6.8,7.0,5.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/10/89/99/10899968_det.jpg,2
1117,Le huitième jour,116581,El octavo día,1996,6.8,6.0,4.0,2.0,66.0,0.0,3.0,1.0,2.0,33.0,4.0,1377.0,86.0,http://content6.flixster.com/movie/19/57/20/1957200_det.jpg,4
1119,Punch-Drunk Love,272338,Embriagado de amor,2002,7.4,179.0,141.0,38.0,78.0,7.4,36.0,29.0,7.0,80.0,3.2,24379.0,72.0,http://content7.flixster.com/movie/27/01/270105_det.jpg,0
1120,The People vs. Larry Flynt,117318,El escándalo de Larry Flynt,1996,7.7,53.0,46.0,7.0,86.0,7.7,15.0,13.0,2.0,86.0,3.3,7206.0,73.0,http://content9.flixster.com/movie/27/96/279603_det.jpg,0
1121,Glory Daze,116422,Días de gloria,1995,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/28/01/280106_det.jpg,1
1123,A Perfect Candidate,117320,A Perfect Candidate,1996,6.9,16.0,14.0,2.0,87.0,7.5,8.0,7.0,1.0,87.0,3.2,252.0,66.0,http://content7.flixster.com/movie/30/24/302417_det.jpg,0
1124,On Golden Pond,82846,En el estanque dorado,1981,7.5,21.0,19.0,2.0,90.0,0.0,4.0,3.0,1.0,75.0,3.7,4024.0,84.0,http://content7.flixster.com/movie/26/46/264625_det.jpg,4
1125,The Return of the Pink Panther,72081,El regreso de la pantera rosa,1975,6.6,16.0,14.0,2.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/87/22/10872257_det.jpg,2
1126,Drop Dead Fred,101775,Drop Dead Fred,1991,2.7,12.0,1.0,11.0,8.0,0.0,1.0,0.0,1.0,0.0,3.1,20039.0,72.0,http://content7.flixster.com/movie/25/58/255809_det.jpg,4
1127,The Abyss,96754,Abyss,1989,7.2,43.0,38.0,5.0,88.0,6.5,6.0,4.0,2.0,66.0,3.5,17381.0,78.0,http://content7.flixster.com/movie/26/41/264193_det.jpg,0
1128,The Fog,432291,Terror en la niebla,2005,2.7,66.0,3.0,63.0,4.0,2.8,11.0,0.0,11.0,0.0,2.5,14642.0,35.0,http://content7.flixster.com/movie/25/03/250317_det.jpg,3
1129,Escape from New York,82340,1997: Rescate en Nueva York,1981,6.8,45.0,37.0,8.0,82.0,0.0,4.0,2.0,2.0,50.0,3.4,15629.0,72.0,http://content8.flixster.com/movie/27/30/273002_det.jpg,4
1130,The Howling,82533,Aullidos,1981,6.1,25.0,15.0,10.0,60.0,0.0,1.0,0.0,1.0,0.0,3.2,4849.0,61.0,http://content6.flixster.com/movie/28/39/283992_det.jpg,4
1131,Jean de Florette,91288,El manantial de las colinas,1986,8.0,19.0,19.0,0.0,100.0,0.0,3.0,3.0,0.0,100.0,4.2,3691.0,94.0,http://content8.flixster.com/movie/25/83/258318_det.jpg,4
1132,Manon des sources,91480,La venganza de Manon,1986,8.9,13.0,13.0,0.0,100.0,0.0,2.0,2.0,0.0,100.0,4.2,2871.0,91.0,http://content6.flixster.com/movie/10/94/69/10946936_det.jpg,4
1133,Kinsey,362269,Kinsey,2004,7.6,187.0,168.0,19.0,89.0,7.9,39.0,36.0,3.0,92.0,3.4,6162.0,72.0,http://content6.flixster.com/movie/10/94/53/10945324_det.jpg,0
1135,Private Benjamin,81375,La recluta Benjamín,1980,6.7,22.0,19.0,3.0,86.0,0.0,1.0,1.0,0.0,100.0,3.0,3377.0,57.0,http://content6.flixster.com/movie/27/50/275008_det.jpg,4
1136,Monty Python and the Holy Grail,71853,Los caballeros de la mesa cuadrada y sus locos seguidores,1975,7.8,51.0,48.0,3.0,94.0,7.1,13.0,12.0,1.0,92.0,4.1,94032.0,94.0,http://content7.flixster.com/movie/26/07/260725_det.jpg,0
1137,Hustler White,116587,Hustler White,1996,0.0,2.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/28/80/288093_det.jpg,1
1138,Dadetown,112777,Dadetown,1995,0.0,4.0,3.0,1.0,75.0,0.0,3.0,2.0,1.0,66.0,0.0,0.0,0.0,http://images.rottentomatoescdn.com/images/defaults/poster_default.gif,1
1139,Everything Relative,116245,Everything Relative,1996,4.9,8.0,2.0,6.0,25.0,0.0,4.0,1.0,3.0,25.0,3.2,49.0,50.0,http://content8.flixster.com/movie/10/88/06/10880662_det.jpg,4
1140,Entertaining Angels: The Dorothy Day Story,116212,La fuerza de un ángel,1996,4.8,6.0,3.0,3.0,50.0,0.0,1.0,0.0,1.0,0.0,3.7,176.0,67.0,http://content8.flixster.com/movie/35/32/07/3532074_det.jpg,4
1142,Get Over It,192071,Así es el amor,2001,5.1,62.0,28.0,34.0,45.0,5.4,18.0,9.0,9.0,50.0,2.9,9761.0,51.0,http://content9.flixster.com/movie/10/87/96/10879663_det.jpg,0
1143,Trois vies & une seule mort,117968,Trois vies et une seule mort,1996,6.3,9.0,5.0,4.0,55.0,0.0,2.0,1.0,1.0,50.0,4.0,162.0,80.0,http://content7.flixster.com/movie/83/72/46/8372465_det.jpg,4
1144,The Line King: The Al Hirschfeld Story,116886,The Line King: The Al Hirschfeld Story,1996,0.0,2.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/85/81/10858174_det.jpg,1
1147,When We Were Kings,118147,When We Were Kings: cuando éramos reyes,1996,8.4,42.0,41.0,1.0,97.0,8.1,12.0,12.0,0.0,100.0,4.1,2489.0,91.0,http://content7.flixster.com/movie/10/92/29/10922993_det.jpg,0
1148,Wallace & Gromit in The Wrong Trousers,108598,Wallace & Gromit in The Wrong Trousers,1993,9.1,24.0,24.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/74/28/86/7428867_det.jpg,2
1150,Le retour de Martin Guerre,84589,El regreso de Martin Guerre,1982,8.0,9.0,9.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content9.flixster.com/movie/29/94/299491_det.jpg,2
1151,Faust: Love of the Damned,223268,Faust: La venganza está en la sangre,2000,0.0,3.0,1.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/90/86/10908669_det.jpg,1
1152,He Walked by Night,40427,Orden: Caza sin cuartel,1948,7.6,6.0,5.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/33/53/10335338_det.jpg,2
1153,Raw Deal,91828,Ejecutor,1986,3.8,12.0,3.0,9.0,25.0,0.0,1.0,0.0,1.0,0.0,2.7,3041.0,32.0,http://content7.flixster.com/movie/10/87/80/10878017_det.jpg,4
1154,T-Men,39881,La brigada suicida,1947,7.8,6.0,6.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/34/90/10/3490101_det.jpg,2
1156,I bambini ci guardano,34493,I bambini ci guardano,1944,0.0,2.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/93/91/10939149_det.jpg,1
1157,La symphonie pastorale,39004,La symphonie pastorale,1946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/86/41/10864137_det.jpg,1
1161,Die Blechtrommel,78875,El tambor de hojalata,1979,7.3,12.0,9.0,3.0,75.0,0.0,1.0,0.0,1.0,0.0,4.0,2140.0,86.0,http://content7.flixster.com/movie/10/86/23/10862349_det.jpg,4
1162,The Ruling Class,69198,La clase dirigente,1972,7.2,11.0,9.0,2.0,81.0,0.0,1.0,0.0,1.0,0.0,3.9,956.0,85.0,http://content8.flixster.com/movie/28/04/280402_det.jpg,4
1163,Mina Tannenbaum,110521,Mina Tannenbaum,1994,0.0,2.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/54/46/10544670_det.jpg,1
1164,2 ou 3 choses que je sais d'elle,60304,2 ou 3 choses que je sais d'elle,1967,8.0,29.0,27.0,2.0,93.0,7.6,8.0,7.0,1.0,87.0,3.8,1050.0,73.0,http://content9.flixster.com/movie/55/83/45/5583455_det.jpg,0
1167,Dear God,116059,Un timador con alas,1996,3.6,33.0,4.0,29.0,12.0,3.2,10.0,0.0,10.0,0.0,2.6,883.0,26.0,http://content6.flixster.com/movie/10/91/90/10919008_det.jpg,0
1168,Bad Moon,115610,Luna maldita,1996,3.3,5.0,1.0,4.0,20.0,0.0,1.0,0.0,1.0,0.0,2.8,1122.0,41.0,http://content9.flixster.com/movie/27/37/273711_det.jpg,4
1170,Best of the Best 3: No Turning Back,112483,La ley del odio,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/11/14/40/11144072_det.jpg,1
1171,Bob Roberts,103850,Ciudadano Bob Roberts,1992,7.5,34.0,34.0,0.0,100.0,7.4,7.0,7.0,0.0,100.0,3.5,1689.0,70.0,http://content6.flixster.com/movie/10/91/75/10917528_det.jpg,0
1172,Nuovo Cinema Paradiso,95765,Cinema Paradiso,1988,7.9,56.0,50.0,6.0,89.0,7.8,15.0,13.0,2.0,86.0,4.4,21396.0,96.0,http://content9.flixster.com/movie/11/12/58/11125855_det.jpg,0
1173,The Cook the Thief His Wife & Her Lover,97108,"El cocinero, el ladrón, su mujer y su amante",1989,7.3,37.0,33.0,4.0,89.0,8.0,7.0,6.0,1.0,85.0,3.9,5208.0,88.0,http://content6.flixster.com/movie/27/68/276824_det.jpg,0
1174,Grosse fatigue,109942,Mala fama,1994,6.8,6.0,3.0,3.0,50.0,0.0,2.0,1.0,1.0,50.0,3.3,124.0,60.0,http://content8.flixster.com/movie/10/85/01/10850122_det.jpg,4
1175,Delicatessen,101700,Delicatessen,1991,7.6,39.0,34.0,5.0,87.0,5.4,6.0,3.0,3.0,50.0,4.1,14805.0,91.0,http://content6.flixster.com/movie/21/65/51/2165516_det.jpg,0
1176,La double vie de Véronique,101765,La doble vida de Verónica,1991,7.6,25.0,21.0,4.0,84.0,7.6,5.0,5.0,0.0,100.0,4.3,5676.0,92.0,http://content8.flixster.com/movie/10/94/04/10940458_det.jpg,0
1177,Enchanted April,101811,Un abril encantado,1992,7.2,19.0,17.0,2.0,89.0,0.0,2.0,2.0,0.0,100.0,3.9,2525.0,80.0,http://content8.flixster.com/movie/10/87/94/10879422_det.jpg,4
1178,Paths of Glory,50825,Senderos de gloria,1957,8.6,39.0,36.0,3.0,92.0,7.1,7.0,5.0,2.0,71.0,0.0,0.0,0.0,http://content8.flixster.com/movie/28/63/286322_det.jpg,2
1179,The Grifters,99703,Los timadores,1990,7.9,38.0,34.0,4.0,89.0,7.1,8.0,6.0,2.0,75.0,3.4,2730.0,69.0,http://content6.flixster.com/movie/28/29/282900_det.jpg,0
1180,Hear My Song,102014,Algún día te encontraré,1991,7.1,12.0,11.0,1.0,91.0,0.0,2.0,2.0,0.0,100.0,3.7,154.0,74.0,http://content7.flixster.com/movie/44/09/73/4409737_det.jpg,4
1183,The English Patient,116209,El paciente inglés,1996,7.7,58.0,48.0,10.0,82.0,7.8,17.0,15.0,2.0,88.0,3.6,22977.0,82.0,http://content7.flixster.com/movie/10/88/86/10888661_det.jpg,0
1184,Mediterraneo,102426,Mediterráneo,1991,6.3,13.0,10.0,3.0,76.0,0.0,1.0,0.0,1.0,0.0,4.1,1443.0,91.0,http://content8.flixster.com/movie/10/05/64/10056494_det.jpg,4
1185,My Left Foot: The Story of Christy Brown,97937,Mi pie izquierdo,1989,8.2,30.0,30.0,0.0,100.0,8.1,5.0,5.0,0.0,100.0,3.9,5875.0,90.0,http://content6.flixster.com/movie/14/81/63/1481632_det.jpg,0
1186,"Sex, Lies, and Videotape",98724,"Sexo, mentiras y cintas de vídeo",1989,7.9,34.0,33.0,1.0,97.0,8.0,5.0,5.0,0.0,100.0,3.3,5946.0,73.0,http://content7.flixster.com/movie/27/06/270617_det.jpg,0
1187,Passion Fish,105107,Passion Fish,1992,7.8,22.0,22.0,0.0,100.0,0.0,3.0,3.0,0.0,100.0,3.6,614.0,79.0,http://content6.flixster.com/movie/27/83/278392_det.jpg,4
1188,Strictly Ballroom,105488,El amor está en el aire,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content6.flixster.com/movie/10/84/26/10842624_det.jpg,1
1189,The Thin Blue Line,96257,The Thin Blue Line,1988,8.7,11.0,11.0,0.0,100.0,0.0,1.0,1.0,0.0,100.0,4.0,1805.0,89.0,http://content7.flixster.com/movie/29/37/293729_det.jpg,4
1190,Átame!,101026,Átame!,1990,6.5,23.0,17.0,6.0,73.0,0.0,4.0,1.0,3.0,25.0,3.7,4683.0,79.0,http://content8.flixster.com/movie/11/13/35/11133522_det.gif,4
1191,Madonna: Truth or Dare,102370,En la cama con Madonna,1991,6.1,16.0,12.0,4.0,75.0,0.0,2.0,2.0,0.0,100.0,3.2,2102.0,62.0,http://content6.flixster.com/movie/26/97/269792_det.jpg,4
1192,Paris Is Burning,100332,Paris Is Burning,1990,7.4,9.0,9.0,0.0,100.0,0.0,2.0,2.0,0.0,100.0,4.0,878.0,82.0,http://content7.flixster.com/movie/26/93/269309_det.jpg,4
1193,One Flew Over the Cuckoo's Nest,73486,Alguien voló sobre el nido del cuco,1975,8.8,50.0,48.0,2.0,96.0,6.3,6.0,4.0,2.0,66.0,4.2,61369.0,95.0,http://content6.flixster.com/movie/26/74/267412_det.jpg,0
1194,Up in Smoke,78446,Como humo se va,1978,5.1,16.0,7.0,9.0,43.0,0.0,2.0,0.0,2.0,0.0,3.6,11888.0,81.0,http://content9.flixster.com/movie/62/26/95/6226959_det.jpg,4
1196,Star Wars: Episode V - The Empire Strikes Back,80684,El imperio contraataca,1980,8.6,71.0,69.0,2.0,97.0,7.5,17.0,15.0,2.0,88.0,4.1,146071.0,94.0,http://content6.flixster.com/movie/10/94/47/10944712_det.jpg,0
1197,The Princess Bride,93779,La princesa prometida,1987,8.2,44.0,42.0,2.0,95.0,7.4,7.0,6.0,1.0,85.0,4.0,116640.0,92.0,http://content7.flixster.com/movie/10/92/26/10922677_det.png,0
1198,Raiders of the Lost Ark,82971,En busca del arca perdida,1981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://images.rottentomatoescdn.com/images/defaults/poster_default.gif,1
1199,Brazil,88846,Brasil,1985,8.6,40.0,39.0,1.0,97.0,7.2,8.0,7.0,1.0,87.0,4.1,35162.0,89.0,http://content8.flixster.com/movie/26/99/269902_det.jpg,0
1200,Aliens,90605,Aliens: El regreso,1986,8.8,47.0,47.0,0.0,100.0,8.0,7.0,7.0,0.0,100.0,3.8,72406.0,90.0,http://content6.flixster.com/movie/10/85/78/10857876_det.jpg,0
1201,"Il buono, il brutto, il cattivo.",60196,"El bueno, el feo y el malo",1966,8.7,62.0,61.0,1.0,98.0,8.0,11.0,10.0,1.0,90.0,4.0,40790.0,93.0,http://content9.flixster.com/movie/10/91/38/10913807_det.jpg,0
1202,Withnail & I,94336,Withnail y yo,1987,8.3,28.0,26.0,2.0,92.0,0.0,1.0,1.0,0.0,100.0,4.4,11574.0,95.0,http://content6.flixster.com/movie/28/74/287404_det.jpg,4
1203,12 Angry Men,50083,12 hombres sin piedad,1957,8.8,36.0,36.0,0.0,100.0,0.0,4.0,4.0,0.0,100.0,4.1,22784.0,95.0,http://content8.flixster.com/movie/10/88/47/10884742_det.jpg,4
1204,Lawrence of Arabia,56172,Lawrence de Arabia,1962,8.8,56.0,55.0,1.0,98.0,8.3,15.0,14.0,1.0,93.0,4.1,22451.0,91.0,http://content6.flixster.com/movie/25/53/255304_det.jpg,0
1206,A Clockwork Orange,66921,La naranja mecánica,1971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/10/85/63/10856338_det.jpg,1
1207,To Kill a Mockingbird,56592,Matar a un ruiseñor,1962,8.8,39.0,38.0,1.0,97.0,0.0,3.0,3.0,0.0,100.0,3.8,19861.0,91.0,http://content6.flixster.com/movie/10/41/76/10417668_det.jpg,4
1208,Apocalypse Now,78788,Apocalipsis now,1979,8.8,61.0,60.0,1.0,98.0,8.4,11.0,10.0,1.0,90.0,4.1,67647.0,93.0,http://content6.flixster.com/movie/11/12/07/11120788_det.jpg,0
1209,C'era una volta il West,64116,Hasta que llegó su hora,1968,9.0,48.0,47.0,1.0,97.0,7.2,5.0,4.0,1.0,80.0,4.3,18310.0,94.0,http://content9.flixster.com/movie/10/88/22/10882283_det.jpg,0
1210,Star Wars: Episode VI - Return of the Jedi,86190,El retorno del Jedi,1983,6.7,63.0,49.0,14.0,77.0,6.4,17.0,13.0,4.0,76.0,4.0,137818.0,93.0,http://content7.flixster.com/movie/10/94/47/10944709_det.jpg,0
1211,Der Himmel über Berlin,93191,El cielo sobre Berlín,1987,8.5,39.0,38.0,1.0,97.0,7.5,6.0,5.0,1.0,83.0,4.4,9110.0,94.0,http://content9.flixster.com/movie/25/46/254691_det.jpg,0
1212,The Third Man,41959,El tercer hombre,1949,9.1,57.0,57.0,0.0,100.0,8.2,14.0,14.0,0.0,100.0,4.3,13251.0,94.0,http://content8.flixster.com/movie/11/14/87/11148754_det.jpg,0
1213,Goodfellas,99685,Uno de los nuestros,1990,8.8,58.0,56.0,2.0,96.0,7.8,10.0,9.0,1.0,90.0,4.3,124589.0,96.0,http://content8.flixster.com/movie/10/93/19/10931922_det.jpg,0
1214,Alien,78748,Alien - El octavo pasajero,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content7.flixster.com/movie/10/87/47/10874757_det.jpg,1
1215,Army of Darkness,106308,El ejército de las tinieblas,1992,6.9,37.0,27.0,10.0,72.0,0.0,4.0,2.0,2.0,50.0,3.8,33240.0,85.0,http://content6.flixster.com/movie/10/86/53/10865344_det.jpg,4
1216,Le grand bleu,95250,El gran azul,1988,5.8,12.0,8.0,4.0,66.0,0.0,2.0,0.0,2.0,0.0,4.1,10653.0,92.0,http://content9.flixster.com/movie/10/94/57/10945723_det.jpg,4
1217,Ran,89881,Ran,1985,8.7,56.0,54.0,2.0,96.0,8.5,11.0,11.0,0.0,100.0,4.3,9990.0,94.0,http://content8.flixster.com/movie/10/89/37/10893702_det.jpg,0
1218,Dip huet seung hung,97202,Dip huet seung hung,1989,8.6,31.0,31.0,0.0,100.0,0.0,4.0,4.0,0.0,100.0,4.0,6079.0,91.0,http://content6.flixster.com/movie/29/00/290000_det.jpg,4
1219,Psycho,54215,Psicosis,1960,8.9,67.0,66.0,1.0,98.0,7.5,8.0,7.0,1.0,87.0,3.9,32475.0,90.0,http://content7.flixster.com/movie/68/89/78/6889781_det.jpg,0
1220,The Blues Brothers,80455,Granujas a todo ritmo,1980,6.9,45.0,38.0,7.0,84.0,4.8,5.0,2.0,3.0,40.0,3.7,29786.0,89.0,http://content6.flixster.com/movie/10/84/85/10848572_det.jpg,0
1221,The Godfather: Part II,71562,El padrino. Parte II,1974,9.2,55.0,54.0,1.0,98.0,7.3,6.0,5.0,1.0,83.0,4.3,106035.0,96.0,http://content9.flixster.com/movie/26/72/267219_det.jpg,0
1222,Full Metal Jacket,93058,La chaqueta metálica,1987,8.2,55.0,53.0,2.0,96.0,7.7,8.0,7.0,1.0,87.0,4.0,77926.0,93.0,http://content8.flixster.com/movie/53/08/530874_det.jpg,0
1223,A Grand Day Out with Wallace and Gromit,104361,Wallace & Gromit - La gran excursión,1989,8.3,19.0,19.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://content8.flixster.com/movie/74/28/88/7428882_det.jpg,2
1224,Henry V,97499,Enrique V,1989,8.2,32.0,32.0,0.0,100.0,7.8,7.0,7.0,0.0,100.0,4.0,3619.0,87.0,http://content9.flixster.com/movie/25/39/253911_det.jpg,0
1225,Amadeus,86879,Amadeus,1984,8.6,69.0,66.0,3.0,95.0,8.1,12.0,11.0,1.0,91.0,3.9,24420.0,94.0,http://content6.flixster.com/movie/25/50/255000_det.jpg,0
1226,The Quiet Man,45061,El hombre tranquilo,1952,8.0,34.0,31.0,3.0,91.0,0.0,4.0,4.0,0.0,100.0,4.1,6203.0,91.0,http://content8.flixster.com/movie/29/63/296314_det.jpg,4
1227,Once Upon a Time in America,87843,Érase una vez en América,1984,8.4,29.0,27.0,2.0,93.0,0.0,4.0,3.0,1.0,75.0,4.2,25390.0,92.0,http://content7.flixster.com/movie/10/91/75/10917577_det.jpg,4
